,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Forest_Cover,Neota,Rawah,Comanche Peak,Cache la Poudre
2613,2992.0,149.0,6.0,30.0,0.0,2165.0,227.0,240.0,146.0,4103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2616,2506.0,129.0,5.0,218.0,25.0,878.0,229.0,235.0,140.0,4687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2618,2352.0,37.0,10.0,446.0,168.0,1082.0,217.0,219.0,143.0,1315.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2621,3043.0,35.0,16.0,95.0,26.0,1235.0,217.0,202.0,117.0,2842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2622,2972.0,103.0,13.0,0.0,0.0,1019.0,242.0,226.0,143.0,1273.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood/Willow,0,0,0,1
2623,2972.0,25.0,7.0,218.0,18.0,3203.0,217.0,225.0,145.0,1947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2624,2903.0,140.0,7.0,424.0,49.0,1699.0,231.0,238.0,140.0,2713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2625,3027.0,186.0,13.0,421.0,141.0,6021.0,222.0,246.0,158.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2626,2624.0,39.0,29.0,256.0,150.0,847.0,217.0,164.0,75.0,1455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2627,3307.0,25.0,15.0,404.0,113.0,1853.5,212.0,207.0,129.0,2375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Spruce/Fir,0,1,0,0
2628,2599.0,129.0,9.0,256.0,-613.0,1237.0,226.0,226.0,143.0,1374.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2632,1936.0,163.0,13.0,120.0,37.0,127.0,232.0,243.0,140.0,17774.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2633,2972.0,141.0,13.0,42.0,-3.0,2868.0,217.0,234.0,116.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2634,2972.0,125.0,19.0,256.0,55.0,1591.0,248.0,223.0,96.0,2416.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2637,2718.0,283.0,13.0,30.0,30.0,2215.0,158.0,236.0,216.0,408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2639,2723.0,30.0,20.0,361.0,30.0,1587.0,217.0,226.0,112.0,2563.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2640,2068.0,76.0,29.0,150.0,113.0,182.0,217.0,173.0,42.0,85.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2641,3233.0,129.0,13.0,30.0,0.0,1048.0,228.0,246.0,143.0,1183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2644,2587.0,126.0,13.0,85.0,0.0,870.0,231.0,236.0,137.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2645,2972.0,129.0,13.0,255.0,88.0,1853.5,217.0,248.0,174.0,1115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2646,3273.0,124.0,5.0,108.0,6.0,1148.0,229.0,226.0,140.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
2651,3164.0,129.0,5.0,696.0,243.0,3118.0,217.0,237.0,143.0,2554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2653,2641.0,60.0,13.0,306.0,-5.0,1080.0,230.0,212.0,113.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2655,2858.0,112.0,15.0,218.0,57.0,2971.0,217.0,226.0,102.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2656,2727.0,111.0,4.0,218.0,16.0,2252.0,217.0,226.0,143.0,4260.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2657,3012.0,129.0,31.0,384.0,195.0,1639.0,154.0,249.0,217.0,524.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2658,2296.0,74.0,15.0,60.0,15.0,175.0,237.0,209.0,99.0,1641.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2659,2972.0,16.0,17.0,350.0,25.0,3187.0,203.0,226.0,133.0,3095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2661,2972.0,29.0,17.0,573.0,-19.0,607.0,217.0,226.0,143.0,1471.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2662,2972.0,325.0,13.0,537.0,3.0,3546.0,186.0,226.0,178.0,5826.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2664,3303.0,79.0,23.0,218.0,18.0,1511.0,243.0,192.0,67.0,2197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Spruce/Fir,0,1,0,0
2665,2972.0,74.0,14.0,488.0,98.0,677.0,236.0,213.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Krummholz,0,0,1,0
2666,2838.0,52.0,11.0,85.0,4.0,1214.0,217.0,217.0,124.0,2640.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2667,2408.0,129.0,1.0,108.0,30.0,677.0,216.0,238.0,160.0,983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2669,3162.0,45.0,12.0,182.0,20.0,3166.0,217.0,213.0,143.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2670,3316.0,285.0,13.0,218.0,143.0,750.0,217.0,240.0,188.0,430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Spruce/Fir,1,0,0,0
2671,2972.0,129.0,14.0,212.0,19.0,2130.0,241.0,218.0,143.0,3132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2673,3141.0,297.0,17.0,335.0,45.0,1641.0,171.0,233.0,143.0,2539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2676,2972.0,345.0,7.0,420.0,46.0,4624.0,207.0,230.0,161.0,2888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2679,3041.0,129.0,14.0,510.0,174.0,1853.5,230.0,245.0,143.0,4014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2682,2995.0,129.0,5.0,30.0,7.0,1853.5,221.0,229.0,143.0,4759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2683,3200.0,129.0,5.0,218.0,-20.0,5440.0,224.0,229.0,143.0,2054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2684,2533.0,322.0,25.0,95.0,24.0,1793.0,150.0,207.0,193.0,1828.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2687,3094.0,6.0,13.0,3144.0,26.0,811.0,214.0,230.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2688,2260.0,129.0,26.0,268.0,73.0,990.0,170.0,183.0,143.0,1317.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2690,3277.0,214.0,22.0,424.0,130.0,1442.0,194.0,254.0,143.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,1,0,0,0
2691,2606.0,262.0,20.0,60.0,36.0,849.0,217.0,245.0,216.0,6308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2692,3286.0,286.0,14.0,283.0,91.0,5071.0,179.0,239.0,199.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2693,2915.0,129.0,1.0,201.0,49.0,1853.5,217.0,240.0,143.0,2962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2694,2819.0,129.0,6.0,108.0,33.0,2329.0,214.0,227.0,150.0,3248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2695,3088.0,49.0,5.0,300.0,87.0,1978.0,217.0,226.0,143.0,2854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2698,3123.0,243.0,16.0,362.0,689.0,3104.0,187.0,251.0,200.0,446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2700,2972.0,216.0,13.0,300.0,46.0,488.0,217.0,252.0,180.0,4951.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
2701,2972.0,129.0,34.0,350.0,133.0,400.0,187.0,145.0,71.0,1641.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2707,2743.0,282.0,40.0,552.0,260.0,900.0,83.0,207.0,246.0,1772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2710,2972.0,55.0,11.0,391.0,-31.0,1853.5,217.0,215.0,120.0,127.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2712,2913.0,270.0,5.0,270.0,-613.0,5455.0,207.0,241.0,143.0,5716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2714,2972.0,199.0,13.0,418.0,178.0,1691.0,217.0,226.0,143.0,1516.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2715,2972.0,79.0,12.0,277.0,-25.0,891.0,236.0,217.0,110.0,2899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
2716,2875.0,98.0,3.0,319.0,39.0,2928.0,217.0,226.0,145.0,2420.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2719,2707.0,23.0,9.0,150.0,39.0,2580.0,217.0,221.0,142.0,1641.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2721,3038.0,129.0,13.0,30.0,-2.0,3216.0,215.0,217.0,143.0,1181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2723,2170.0,337.0,33.0,108.0,65.0,524.0,131.0,176.0,173.0,361.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2724,3025.0,129.0,23.0,218.0,-52.0,618.0,249.0,198.0,64.0,1648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2725,2037.0,51.0,42.0,108.0,84.0,170.0,201.0,115.0,143.0,297.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2726,2897.0,35.0,19.0,400.0,115.0,1641.0,214.0,194.0,143.0,1699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2729,2273.0,129.0,38.0,124.0,689.0,1406.0,110.0,163.0,143.0,1036.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2737,2612.0,74.0,21.0,150.0,45.0,960.0,240.0,226.0,143.0,3421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2739,2604.0,129.0,10.0,430.0,99.0,755.0,233.0,240.0,138.0,1452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2741,3507.0,30.0,17.0,631.0,95.0,2729.0,213.0,201.0,119.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spruce/Fir,0,1,0,0
2742,3023.0,230.0,13.0,180.0,38.0,1275.0,207.0,226.0,177.0,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2744,2972.0,191.0,13.0,182.0,24.0,1651.0,217.0,248.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2747,3273.0,87.0,12.0,255.0,30.0,1249.0,217.0,220.0,111.0,1945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,1,0,0,0
2748,2972.0,129.0,10.0,0.0,-613.0,1846.0,196.0,226.0,143.0,2066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2750,3051.0,336.0,13.0,319.0,67.0,2403.0,180.0,214.0,143.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2753,2773.0,171.0,16.0,108.0,9.0,2989.0,229.0,246.0,144.0,2281.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2755,3000.0,44.0,13.0,95.0,-6.0,953.0,217.0,211.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2756,2972.0,0.0,1.0,417.0,47.0,3501.0,217.0,236.0,156.0,2892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2757,2742.0,95.0,10.0,127.0,24.0,2393.0,217.0,225.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2758,2820.0,23.0,13.0,277.0,30.0,1167.0,212.0,226.0,135.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2759,3150.0,179.0,9.0,218.0,17.0,384.0,224.0,246.0,154.0,5033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
2761,2972.0,129.0,10.0,313.0,10.0,1101.0,217.0,218.0,143.0,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2763,2791.0,36.0,4.0,218.0,4.0,3168.0,217.0,230.0,147.0,5252.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2765,2641.0,129.0,23.0,218.0,55.0,1853.5,248.0,197.0,143.0,618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2767,2837.0,129.0,27.0,124.0,44.0,1170.0,217.0,244.0,142.0,2902.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspen,0,0,1,0
2769,2738.0,192.0,26.0,3144.0,-91.0,3031.0,208.0,249.0,161.0,1728.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2770,2867.0,129.0,18.0,170.0,9.0,4672.0,247.0,226.0,101.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2772,2972.0,342.0,19.0,30.0,6.0,25383.0,178.0,208.0,168.0,902.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
2773,2699.0,357.0,13.0,362.0,30.0,1433.0,217.0,198.0,148.0,17774.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2774,3071.0,160.0,9.0,192.0,34.0,1418.0,230.0,242.0,144.0,2661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2775,2955.0,126.0,7.0,85.0,689.0,2101.0,217.0,236.0,137.0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2776,3176.0,169.0,24.0,295.0,30.0,2554.0,230.0,242.0,129.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2777,2598.0,129.0,16.0,180.0,20.0,1006.0,246.0,224.0,101.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2779,2972.0,59.0,1.0,30.0,1.0,4220.0,217.0,235.0,152.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
